external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-fisheries-development-madhya-pradesh,Fisheries Development Grant - Madhya Pradesh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Madhya Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Madhya Pradesh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/madhya-pradesh
seed-fisheries-development-maharashtra,Fisheries Development Grant - Maharashtra,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Maharashtra and keeps the same frontend-ready structure expected by the app.",Agriculture,Maharashtra,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/maharashtra
seed-fisheries-development-manipur,Fisheries Development Grant - Manipur,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Manipur and keeps the same frontend-ready structure expected by the app.",Agriculture,Manipur,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/manipur
seed-fisheries-development-meghalaya,Fisheries Development Grant - Meghalaya,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Meghalaya and keeps the same frontend-ready structure expected by the app.",Agriculture,Meghalaya,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/meghalaya
seed-fisheries-development-mizoram,Fisheries Development Grant - Mizoram,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Mizoram and keeps the same frontend-ready structure expected by the app.",Agriculture,Mizoram,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/mizoram
seed-fisheries-development-nagaland,Fisheries Development Grant - Nagaland,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Nagaland and keeps the same frontend-ready structure expected by the app.",Agriculture,Nagaland,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/nagaland
seed-fisheries-development-odisha,Fisheries Development Grant - Odisha,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Odisha and keeps the same frontend-ready structure expected by the app.",Agriculture,Odisha,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/odisha
seed-fisheries-development-punjab,Fisheries Development Grant - Punjab,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Punjab and keeps the same frontend-ready structure expected by the app.",Agriculture,Punjab,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/punjab
seed-fisheries-development-rajasthan,Fisheries Development Grant - Rajasthan,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Rajasthan and keeps the same frontend-ready structure expected by the app.",Agriculture,Rajasthan,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/rajasthan
seed-fisheries-development-sikkim,Fisheries Development Grant - Sikkim,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Sikkim and keeps the same frontend-ready structure expected by the app.",Agriculture,Sikkim,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/sikkim
seed-fisheries-development-tamil-nadu,Fisheries Development Grant - Tamil Nadu,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.",Agriculture,Tamil Nadu,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/tamil-nadu
seed-fisheries-development-telangana,Fisheries Development Grant - Telangana,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.",Agriculture,Telangana,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/telangana
seed-fisheries-development-tripura,Fisheries Development Grant - Tripura,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.",Agriculture,Tripura,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/tripura
seed-fisheries-development-uttar-pradesh,Fisheries Development Grant - Uttar Pradesh,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttar Pradesh,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/uttar-pradesh
seed-fisheries-development-uttarakhand,Fisheries Development Grant - Uttarakhand,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Uttarakhand,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/uttarakhand
seed-fisheries-development-west-bengal,Fisheries Development Grant - West Bengal,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",Agriculture,West Bengal,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/west-bengal
seed-fisheries-development-central,Fisheries Development Grant - Central,"Support for aquaculture ponds, seed stocking, aeration, cold chain, and fisheries business modernization. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",Agriculture,Central,"Fish farmers, fisheries cooperatives, hatchery units, and aquaculture entrepreneurs with approved project plans.","{""Pond development support"",""Seed and feed assistance"",""Cold chain subsidy""}",Subsidies,active,Department of Fisheries,Up to Rs. 18 lakh,Project-based approval,https://www.india.gov.in/fisheries-development-grant/central
